source,country,lang,date,categories,wtp_signals,platform_sentiment,engagement,segment_hints,text_preview,url
appstore,korea,en,2020-01-19,,,0.75,1,,Thank you 😊😘😘,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2020-01-17,,,0.00,54,,It's a very poor app. Not working in other countries. And there's only one way to login and keep saying to update.,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2020-01-06,,,1.00,6,,its effective and good.,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2020-01-04,tax,,1.00,10,,very good apps for all about tax,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-12-01,language,,0.50,22,,This is awesome but we forigner need in English language,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-08-23,,,1.00,0,,Great work,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-05-30,language,,0.00,41,,only in Korean. why refer foreigners to it if it only has 1 language option?,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-05-29,,,0.00,3,,Doesn't work,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-05-15,tax,,1.00,10,,it's good to my tax deductions,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-03-28,,,1.00,0,,excitement,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2019-02-24,language,,0.50,9,,all in Korean,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2016-01-14,,,0.00,3,,as the title said it crashes every time when I'm trying open,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2015-10-16,,,0.00,2,,"In L OS device, the app has stopped on the launch of app.",https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2015-09-26,,,0.00,0,,cannot run,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2015-07-30,,,0.00,0,,not even start.,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2014-07-15,tax,,0.25,4,,Foreigners also pay tax in Korea,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,ko,2025-07-25,visa,,0.00,0,,자진발급 아되고 있다 몇번 이나 시도 1시간 이나 해 봤는데 안되고 있고 소비자 우롱 하는 앱 ~ 사실 진짜진짜 사실 아주 더러운앱,https://play.google.com/store/apps/details?id=kr.go.nts.android
appstore,korea,en,2026-02-08,,,0.00,0,,useless app how can I remove from my phone,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2025-08-27,,,1.00,0,,Conection problem,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2025-06-16,,,0.75,0,,this is a good service for the customers.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2025-05-19,,,0.25,0,,how to change language to english?,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-11-13,,,1.00,0,,simply okay,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-09-21,,,0.00,0,,Why dies the app suddenly say incompatible with my Note 9?,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-09-12,,,0.00,1,,Can't find how to change language of app. Maybe not available?,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-05-16,housing,,1.00,0,,Update Please,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-04-10,,,0.00,0,,KT cuts internet supply just for fun. Victimized doves suffer greatly. I curse you all to go jail.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-03-16,,,1.00,0,,LG v30 mobile,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-02-07,housing,,1.00,26,,"This app is pretty easy to use, and it has a useful dashboard, which shows the data usage and availability for the current billing cycle. It also provides the option to replenish the current month data availability by pulling unused data from the next billing cycle.",https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-02-06,language,,0.00,3,,"As a foreigner, for me the App was useless. I installed it, tried it and uninstalled it. I use the service, but since there is no English version, I cannot use it. Shame.",https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2024-01-21,,,0.00,6,,"While joining a new membership, I am unable to create login ID and password tried so many times. When I touch that box it's pop-up their conditions.. worst",https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-09-24,,,0.00,0,,Language problem,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-09-13,,,1.00,0,,My location is Philippines do i have to update it?,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-09-05,language,,0.00,0,,No English possible,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-07-31,,,0.00,15,,There should be an option to change the language of this very important application. I am a KT line user but not able to understand or use this app. Thank you. I will rate again when I am able to use.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-07-26,,,0.00,3,,Worst ever. Buttons are not working. I don't know what's wrong. Sure about no problem with internet,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-04-19,community,,0.00,1,,It keeps interfering with my local network n I can't delete it off my phone if u are going to reply plz do it in English,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-04-01,,,0.25,10,,Terrible It seem like a mistake that an app doesn't have english lnterface or interface in other internstional languiges.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-04-01,housing|language,,0.25,0,,Please add English.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-03-05,,,0.75,5,,A little bit hard to find what i really want but except that it's fine.,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-03-03,,,0.75,0,,Rahmat ullah,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2023-03-01,,,0.00,0,,Is very bad 👎 😕,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2022-11-28,,,0.00,0,,Zero don't want app,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2022-11-15,,,0.00,0,,Kuma nyoko kampunzi nzima mambo ya kisenge,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2022-11-08,,,1.00,0,,Was this harmful,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2022-11-05,,,1.00,0,,Impressive,https://play.google.com/store/apps/details?id=com.ktshow.cs
appstore,korea,en,2022-10-17,language,,0.00,2,,No English Translate on App. :(,https://play.google.com/store/apps/details?id=com.ktshow.cs
